customer_id,customer_name,email,recency_days,frequency,monetary,RFM_Score,segment
2124.0,Mart Rebane,mart.rebane@telia.ee,116,2,363.28000000000003,7,Potential
2126.0,Terje Kangur,terje.kangur@yahoo.com,2,2,263.86,8,Potential
2127.0,Karin Männik,karin.mannik@gmail.com,323,1,334.46,4,At Risk
2128.0,Kristi Kuusk,kristi.kuusk@gmail.com,417,3,800.3199999999999,7,Potential
2129.0,Anu Oja,anu.oja@mail.ee,386,2,197.7,4,At Risk
2130.0,Marko Kaalep,marko.kaalep@mail.ee,158,3,941.0699999999999,10,Loyal
2132.0,Sigrid Paas,sigrid.paas@gmail.com,156,6,1806.17,13,VIP Champions
2133.0,Margus Roots,margus.roots@mail.ee,183,1,298.71,5,At Risk
2136.0,Hille Nõmm,hille.nomm@mail.ee,464,2,1102.95,7,Potential
2137.0,Margus Kallas,margus.kallas@telia.ee,55,3,674.3,10,Loyal
2139.0,Grete Luik,grete.luik@mail.ee,58,2,284.13,7,Potential
2140.0,Henri Salu,henri.salu@mail.ee,48,1,451.62,7,Potential
2141.0,Aivar Lepik,aivar.lepik@mail.ee,109,3,678.09,10,Loyal
2142.0,Henri Mitt,henri.mitt@telia.ee,67,4,572.59,10,Loyal
2143.0,Piret Nõmm,piret.nomm@hot.ee,162,7,1863.9699999999998,13,VIP Champions
2144.0,Priit Orav,priit.orav@telia.ee,14,1,210.76,7,Potential
2147.0,Anna Sepp,anna.sepp@outlook.com,17,1,558.86,8,Potential
2148.0,Madis Lass,madis.lass@telia.ee,49,1,411.78,7,Potential
2149.0,Ago Rand,ago.rand@yahoo.com,187,2,543.76,6,At Risk
2153.0,Maie Roots,maie.roots@hot.ee,241,2,397.71,6,At Risk
2154.0,Annika Saar,annika.saar@telia.ee,1,60,19070.79,15,VIP Champions
2156.0,Rasmus Rosin,rasmus.rosin@hot.ee,17,5,1149.93,14,VIP Champions
2157.0,Raivo Salu,raivo.salu2@yahoo.com,338,1,302.86,3,Lost
2158.0,Rein Kull,rein.kull@telia.ee,205,2,1207.22,8,Potential
2159.0,Rein Luik,,318,2,1070.58,7,Potential
2160.0,Rein Sild,rein.sild@hot.ee,334,2,598.4300000000001,5,At Risk
2162.0,Ants Kangur,ants.kangur@telia.ee,107,2,451.82,8,Potential
2163.0,Kadri Kull,kadri.kull@hot.ee,347,4,1878.51,10,Loyal
2164.0,Kadri Saar,kadri.saar@hot.ee,152,1,205.0,5,At Risk
2165.0,Rain Luik,rain.luik@telia.ee,71,3,902.9,10,Loyal
2166.0,Indrek Järv,indrek.jarv@telia.ee,40,1,232.61,7,Potential
2167.0,Ants Kaalep,,56,5,2032.9099999999999,14,VIP Champions
2168.0,Priit Luik,priit.luik@outlook.com,612,3,881.22,7,Potential
2169.0,Henri Kangur,henri.kangur@mail.ee,24,1,53.01,7,Potential
2172.0,Eha Kivi,eha.kivi@hot.ee,343,2,746.53,6,At Risk
2174.0,Piret Kask,piret.kask@telia.ee,157,3,2285.2200000000003,11,Loyal
2175.0,Olev Kull,olev.kull@hot.ee,65,6,1342.4,13,VIP Champions
2176.0,Sandra Pihl,sandra.pihl@mail.ee,107,3,777.0,10,Loyal
2177.0,Reet Liiv,reet.liiv@telia.ee,402,1,141.05,3,Lost
2178.0,Karin Oja,karin.oja@mail.ee,3,4,1435.76,14,VIP Champions
2179.0,Piret Must,piret.must@yahoo.com,113,4,1374.26,12,Loyal
2180.0,Sirje Kangur,sirje.kangur@outlook.com,394,2,1451.98,8,Potential
2182.0,Jaak Kallas,jaak.kallas@hot.ee,10,1,26.79,7,Potential
2183.0,Kevin Puusepp,kevin.puusepp@yahoo.com,202,7,2139.4700000000003,12,Loyal
2184.0,Ragnar Kõiv,ragnar.koiv@yahoo.com,406,2,553.85,5,At Risk
2186.0,Triin Tamm,triin.tamm@mail.ee,283,2,240.06,5,At Risk
2187.0,Aili Paas,aili.paas@outlook.com,111,5,1175.46,12,Loyal
2189.0,Toomas Koppel,toomas.koppel@outlook.com,573,1,110.7,3,Lost
2190.0,Väino Mitt,vaino.mitt@yahoo.com,663,1,347.24,4,At Risk
2191.0,Mihkel Pihl,mihkel.pihl@hot.ee,139,4,924.33,11,Loyal
2192.0,Marit Talvik,marit.talvik@mail.ee,9,8,2695.53,15,VIP Champions
2193.0,Urmas Toom,urmas.toom@yahoo.com,234,3,1066.29,9,Potential
2195.0,Kersti Mets,kersti.mets@gmail.com,4,2,440.56,9,Potential
2197.0,Sandra Nõmm,sandra.nomm@yahoo.com,18,4,2231.4,14,VIP Champions
2199.0,Riina Luik,riina.luik@mail.ee,36,1,347.16,8,Potential
2200.0,Urmas Laas,urmas.laas@outlook.com,164,5,1998.45,13,VIP Champions
2201.0,Kevin Pihl,kevin.pihl@gmail.com,199,2,172.52,5,At Risk
2202.0,Indrek Org,indrek.org@yahoo.com,208,3,1708.3400000000001,10,Loyal
2203.0,Ago Kukk,,99,3,925.97,11,Loyal
2205.0,Liina Kivi,,278,3,1127.92,9,Potential
2206.0,Ago Lõoke,,54,5,628.34,12,Loyal
2207.0,Kalev Mägi,kalev.magi@yahoo.com,362,2,844.81,6,At Risk
2208.0,Rasmus Rand,rasmus.rand@mail.ee,49,6,2265.19,14,VIP Champions
2209.0,Kersti Ilves,kersti.ilves@telia.ee,54,3,995.6400000000001,11,Loyal
2210.0,Ülle Kaalep,ulle.kaalep@mail.ee,34,2,723.3299999999999,10,Loyal
2211.0,Kevin Pihl,kevin.pihl2@gmail.com,27,3,760.31,11,Loyal
2212.0,Henri Roots,,512,3,918.91,7,Potential
2213.0,Pille Veski,,106,3,1046.18,11,Loyal
2214.0,Maris Lepp,maris.lepp@telia.ee,647,1,574.44,4,At Risk
2215.0,Karin Kaalep,karin.kaalep@gmail.com,21,4,1222.51,13,VIP Champions
2216.0,Mihkel Org,mihkel.org@telia.ee,291,2,341.6,6,At Risk
2217.0,Aivar Paas,aivar.paas@telia.ee,177,5,1171.04,12,Loyal
2218.0,Riina Lepp,riina.lepp@outlook.com,10,4,1374.1,14,VIP Champions
2219.0,Arvo Tammik,arvo.tammik@outlook.com,144,1,181.11,5,At Risk
2220.0,Reet Lepp,reet.lepp@outlook.com,33,3,722.73,11,Loyal
2221.0,Riina Lill,riina.lill@mail.ee,35,56,18958.38,15,VIP Champions
2222.0,Marko Nõmm,marko.nomm@telia.ee,20,6,1309.96,14,VIP Champions
2223.0,Meelis Kivi,,526,3,784.34,7,Potential
2225.0,Meelis Tamm,meelis.tamm@yahoo.com,179,4,591.21,9,Potential
2226.0,Olev Arro,olev.arro@hot.ee,123,4,702.0,10,Loyal
2227.0,Mihkel Rosin,mihkel.rosin@yahoo.com,41,4,1040.72,13,VIP Champions
2228.0,Mart Lõhmus,mart.lohmus@hot.ee,223,4,737.26,9,Potential
2230.0,Jüri Veski,juri.veski@mail.ee,437,4,814.97,8,Potential
2231.0,Enn Raid,enn.raid@gmail.com,99,3,1071.04,11,Loyal
2232.0,Olev Talvik,olev.talvik@hot.ee,431,1,166.27,3,Lost
2233.0,Andres Laas,andres.laas@gmail.com,264,1,989.97,7,Potential
2235.0,Kristi Nõmm,kristi.nomm@gmail.com,111,4,988.37,11,Loyal
2236.0,Rasmus Veski,rasmus.veski@gmail.com,133,2,235.49,6,At Risk
2238.0,Tõnu Kull,tonu.kull@gmail.com,2,2,447.65999999999997,9,Potential
2239.0,Sander Ilves,sander.ilves@gmail.com,43,1,184.07,7,Potential
2240.0,Urmas Lass,urmas.lass@outlook.com,323,5,925.9200000000001,10,Loyal
2241.0,Lea Mets,lea.mets@telia.ee,200,3,612.84,7,Potential
2242.0,Ene Kull,ene.kull@hot.ee,93,4,1278.05,12,Loyal
2243.0,Anna Veski,anna.veski@yahoo.com,178,3,1078.13,10,Loyal
2244.0,Aivar Ilves,aivar.ilves@gmail.com,1,3,717.31,11,Loyal
2245.0,Kevin Liiv,kevin.liiv@yahoo.com,44,5,1724.15,14,VIP Champions
2246.0,Kadri Nurk,kadri.nurk@gmail.com,200,1,24.54,4,At Risk
2247.0,Külli Pihl,kulli.pihl@hot.ee,133,3,1006.4100000000001,10,Loyal
2248.0,Kristiina Lill,kristiina.lill@mail.ee,501,3,1829.2,9,Potential
2249.0,Ago Koppel,ago.koppel@yahoo.com,15,2,582.76,9,Potential
2250.0,Heino Kivi,heino.kivi@telia.ee,303,2,269.53999999999996,5,At Risk
2251.0,Rein Orav,rein.orav@gmail.com,161,3,718.16,9,Potential
2252.0,Reet Laas,reet.laas@outlook.com,2,4,1381.27,14,VIP Champions
2253.0,Kati Luik,kati.luik@telia.ee,661,1,307.24,3,Lost
2254.0,Kristjan Roots,kristjan.roots@telia.ee,440,1,848.85,5,At Risk
2255.0,Nele Rebane,nele.rebane@yahoo.com,34,3,577.66,10,Loyal
2256.0,Urmas Põld,urmas.pold@mail.ee,23,5,2433.85,15,VIP Champions
2257.0,Katrin Järv,katrin.jarv@mail.ee,24,7,2165.37,15,VIP Champions
2258.0,Enn Saar,enn.saar@telia.ee,265,1,15.09,4,At Risk
2259.0,Margus Laas,margus.laas@telia.ee,27,3,646.35,11,Loyal
2260.0,Karin Org,karin.org@outlook.com,112,2,317.53000000000003,6,At Risk
2261.0,Kristjan Rand,kristjan.rand@outlook.com,244,2,281.9,5,At Risk
2262.0,Mart Lõoke,mart.looke@mail.ee,687,1,304.14,3,Lost
2264.0,Katrin Laas,katrin.laas@yahoo.com,5,5,528.28,12,Loyal
2265.0,Sander Mägi,sander.magi@hot.ee,183,4,1683.88,12,Loyal
2266.0,Toomas Kivi,toomas.kivi@telia.ee,162,2,371.47,7,Potential
2267.0,Terje Tamm,terje.tamm@gmail.com,126,3,1240.48,10,Loyal
2269.0,Merle Mets,merle.mets@outlook.com,69,1,94.76,6,At Risk
2270.0,Hille Sepp,hille.sepp@outlook.com,50,7,2488.45,14,VIP Champions
2272.0,Taavi Pihl,taavi.pihl@hot.ee,172,5,1030.54,12,Loyal
2273.0,Kaido Liiv,kaido.liiv@outlook.com,531,1,541.98,4,At Risk
2274.0,Grete Mets,,113,3,417.47,8,Potential
2275.0,Sirje Järv,,7,3,858.98,11,Loyal
2276.0,Kalev Kukk,kalev.kukk@yahoo.com,288,2,693.0,7,Potential
2277.0,Meelis Lepp,meelis.lepp@outlook.com,262,3,1016.62,9,Potential
2279.0,Ants Puusepp,ants.puusepp@gmail.com,64,4,2349.3999999999996,13,VIP Champions
2281.0,Maris Kuusik,maris.kuusik@telia.ee,36,5,1148.76,14,VIP Champions
2282.0,Margus Pärn,margus.parn@hot.ee,20,3,732.34,11,Loyal
2284.0,Liis Järv,liis.jarv@outlook.com,636,1,210.36,3,Lost
2285.0,Maie Pärn,maie.parn@hot.ee,99,4,2837.6099999999997,13,VIP Champions
2286.0,Jüri Salu,juri.salu@yahoo.com,9,1,727.29,9,Potential
2287.0,Aili Mägi,aili.magi@mail.ee,196,3,177.58,6,At Risk
2288.0,Tiit Arro,tiit.arro@hot.ee,105,1,279.43,6,At Risk
2289.0,Maie Arro,maie.arro@hot.ee,165,2,562.2,7,Potential
2290.0,Arvo Paas,arvo.paas@yahoo.com,113,3,453.16999999999996,8,Potential
2291.0,Liis Kukk,liis.kukk@telia.ee,259,2,986.24,8,Potential
2292.0,Marko Aas,marko.aas@outlook.com,36,1,86.14,7,Potential
2293.0,Siim Vaher,siim.vaher@mail.ee,56,1,417.66,7,Potential
2294.0,Merle Luik,merle.luik@hot.ee,205,3,1158.1299999999999,9,Potential
2295.0,Tõnu Nurk,tonu.nurk@outlook.com,169,3,889.21,9,Potential
2296.0,Rain Pihl,,493,2,1351.43,7,Potential
2297.0,Ene Lill,ene.lill@gmail.com,50,3,556.09,9,Potential
2298.0,Heino Lõhmus,heino.lohmus@hot.ee,33,4,636.19,12,Loyal
2299.0,Indrek Kuusk,,281,5,2115.43,12,Loyal
2300.0,Piret Raud,piret.raud@telia.ee,48,3,689.77,10,Loyal
2301.0,Siim Nõmm,siim.nomm@mail.ee,582,2,573.1700000000001,5,At Risk
2302.0,Urmas Tammik,urmas.tammik@mail.ee,2,5,2127.16,15,VIP Champions
2303.0,Annika Saar,annika.saar@gmail.com,32,3,1795.17,13,VIP Champions
2304.0,Tiit Rosin,tiit.rosin@mail.ee,264,4,1160.54,10,Loyal
2305.0,Mart Nõmm,mart.nomm@gmail.com,411,2,724.08,6,At Risk
2306.0,Heino Luik,heino.luik@mail.ee,342,2,574.12,5,At Risk
2307.0,Väino Kukk,vaino.kukk@mail.ee,124,2,616.51,8,Potential
2308.0,Ants Teder,ants.teder@outlook.com,412,1,269.85,3,Lost
2309.0,Elis Saar,,505,1,67.75,3,Lost
2310.0,Tiina Hurt,,440,1,153.11,3,Lost
2311.0,Mihkel Saar,mihkel.saar@mail.ee,349,3,741.72,7,Potential
2312.0,Marko Kallas,marko.kallas@gmail.com,85,4,997.5799999999999,12,Loyal
2315.0,Anna Männik,anna.mannik@telia.ee,7,2,229.17000000000002,8,Potential
2317.0,Pille Raud,pille.raud@gmail.com,283,5,2142.56,12,Loyal
2318.0,Anu Teder,anu.teder@yahoo.com,114,10,3032.6,13,VIP Champions
2319.0,Kristiina Lass,kristiina.lass@telia.ee,223,1,201.14,4,At Risk
2324.0,Marko Ilves,marko.ilves@hot.ee,108,3,949.1399999999999,11,Loyal
2326.0,Tarmo Luik,tarmo.luik@gmail.com,12,3,951.23,12,Loyal
2327.0,Arvo Arro,arvo.arro@yahoo.com,229,4,2282.28,11,Loyal
2328.0,Anu Kuusk,anu.kuusk@mail.ee,16,1,147.92,7,Potential
2330.0,Nele Pihl,nele.pihl@telia.ee,144,5,1426.6,13,VIP Champions
2331.0,Katrin Kivi,katrin.kivi@mail.ee,1,5,1094.11,14,VIP Champions
2332.0,Marika Toom,marika.toom@outlook.com,5,3,1278.22,12,Loyal
2333.0,Kristiina Lill,kristiina.lill@yahoo.com,223,1,814.05,6,At Risk
2335.0,Kersti Laas,kersti.laas@outlook.com,56,5,1602.8700000000001,14,VIP Champions
2336.0,Lea Orav,lea.orav@telia.ee,51,2,861.12,9,Potential
2337.0,Enn Põld,enn.pold@yahoo.com,83,5,1569.08,14,VIP Champions
2338.0,Kevin Pärn,kevin.parn@telia.ee,568,2,368.82,5,At Risk
2339.0,Margus Lass,margus.lass@outlook.com,602,2,661.17,6,At Risk
2341.0,Jüri Männik,juri.mannik@gmail.com,95,1,94.76,6,At Risk
2342.0,Andres Saar,andres.saar@hot.ee,192,3,880.46,8,Potential
2343.0,Tarmo Nõmm,tarmo.nomm@outlook.com,9,7,3118.4500000000003,15,VIP Champions
2344.0,Liis Lõoke,liis.looke@gmail.com,506,3,620.4300000000001,7,Potential
2346.0,Külli Kuusik,kulli.kuusik@telia.ee,64,4,754.0,11,Loyal
2347.0,Lea Aas,,204,4,610.02,8,Potential
2349.0,Ene Rebane,ene.rebane@gmail.com,25,4,1599.97,14,VIP Champions
2350.0,Madis Sild,madis.sild@mail.ee,114,3,532.15,8,Potential
2351.0,Lauri Nõmm,lauri.nomm@telia.ee,369,3,1339.69,8,Potential
2353.0,Elis Põld,,190,4,697.72,9,Potential
2354.0,Rain Männik,rain.mannik@gmail.com,35,1,328.86,7,Potential
2355.0,Indrek Mets,indrek.mets@mail.ee,148,4,1556.09,12,Loyal
2356.0,Meelis Kaalep,meelis.kaalep@outlook.com,363,2,1273.31,7,Potential
2357.0,Rein Valk,,280,2,330.24,5,At Risk
2358.0,Elis Liiv,elis.liiv@hot.ee,175,1,154.71,5,At Risk
2359.0,Rein Rand,rein.rand@yahoo.com,170,3,776.53,9,Potential
2360.0,Katrin Luik,katrin.luik@hot.ee,163,3,720.85,9,Potential
2362.0,Laura Paas,laura.paas@mail.ee,140,2,478.46999999999997,7,Potential
2363.0,Tõnu Tamm,tonu.tamm@hot.ee,66,4,1089.21,12,Loyal
2365.0,Väino Mägi,vaino.magi@gmail.com,77,3,733.0899999999999,10,Loyal
2366.0,Liis Kuusik,liis.kuusik@outlook.com,182,3,213.57999999999998,7,Potential
2367.0,Ülle Tamm,,490,1,520.86,4,At Risk
2368.0,Ene Kivi,ene.kivi@hot.ee,155,3,1070.57,10,Loyal
2369.0,Katrin Kull,katrin.kull@outlook.com,183,3,756.3,9,Potential
2370.0,Jaak Nurk,jaak.nurk@yahoo.com,255,3,742.4100000000001,8,Potential
2371.0,Ülle Teder,ulle.teder@outlook.com,162,3,753.0699999999999,9,Potential
2372.0,Marko Roots,marko.roots@gmail.com,708,1,421.52,4,At Risk
2373.0,Mart Mägi,,185,4,904.22,9,Potential
2374.0,Maris Lepp,maris.lepp@yahoo.com,186,1,190.81,4,At Risk
2375.0,Väino Pärn,vaino.parn@gmail.com,133,3,883.77,9,Potential
2377.0,Anu Kivi,,425,3,568.51,6,At Risk
2378.0,Mart Paju,mart.paju@hot.ee,123,1,101.26,5,At Risk
2379.0,Marika Rosin,marika.rosin@outlook.com,300,3,1171.6399999999999,9,Potential
2380.0,Marit Kivi,,32,6,1516.83,15,VIP Champions
2381.0,Väino Lõoke,vaino.looke@hot.ee,172,3,1391.22,11,Loyal
2382.0,Lauri Roots,lauri.roots@gmail.com,17,3,740.83,11,Loyal
2386.0,Mihkel Tamm,mihkel.tamm@gmail.com,262,3,515.5899999999999,7,Potential
2387.0,Sandra Lill,sandra.lill@gmail.com,16,3,1422.89,13,VIP Champions
2388.0,Rein Rand,rein.rand@gmail.com,165,2,1098.67,9,Potential
2389.0,Kevin Kaalep,kevin.kaalep@telia.ee,72,2,361.25,8,Potential
2390.0,Triin Lill,triin.lill@telia.ee,35,5,1336.33,14,VIP Champions
2392.0,Kristiina Talvik,kristiina.talvik@mail.ee,310,2,475.53999999999996,5,At Risk
2393.0,Mihkel Saar,mihkel.saar@telia.ee,124,1,437.68,6,At Risk
2394.0,Marika Koppel,marika.koppel@yahoo.com,243,2,862.68,7,Potential
2395.0,Ülle Nõmm,,484,1,72.6,3,Lost
2396.0,Heino Aas,heino.aas@mail.ee,197,5,1093.77,11,Loyal
2397.0,Kalev Puusepp,kalev.puusepp@outlook.com,25,4,2847.6800000000003,14,VIP Champions
2398.0,Kadri Värk,,114,1,459.76,6,At Risk
2399.0,Sander Kallas,sander.kallas@yahoo.com,289,1,209.05,4,At Risk
2400.0,Kati Lõoke,kati.looke@outlook.com,486,2,1034.9099999999999,7,Potential
2401.0,Ants Saar,,8,2,731.37,10,Loyal
2402.0,Merike Järv,merike.jarv@outlook.com,285,3,1121.33,9,Potential
2403.0,Rasmus Lill,,142,3,1021.44,10,Loyal
2404.0,Piret Orav,piret.orav@mail.ee,1,4,912.02,12,Loyal
2405.0,Laura Rebane,laura.rebane@mail.ee,474,3,408.0,6,At Risk
2406.0,Sigrid Kõiv,sigrid.koiv@outlook.com,68,1,482.26,7,Potential
2407.0,Taavi Koppel,taavi.koppel@mail.ee,97,3,834.55,10,Loyal
2409.0,Rein Saar,rein.saar@hot.ee,111,3,699.27,9,Potential
2410.0,Margus Kukk,margus.kukk2@hot.ee,484,2,308.86,4,At Risk
2411.0,Piret Oja,piret.oja@telia.ee,33,1,221.19,7,Potential
2412.0,Marko Liiv,marko.liiv@telia.ee,329,1,50.85,3,Lost
2413.0,Tõnu Kaalep,tonu.kaalep@telia.ee,68,3,338.6,9,Potential
